,id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,geometry,index_right,PB_NAME,PB_NUM,WATER_TYPE,AREA_KM2,UW_Wrack,,,,
410,99522768,2021/10/23 3:19 PM AEDT,23-10-21,2021-10-23 04:19:00 UTC,Sydney,661392,nicklambert,Nick Lambert,2021-10-27 06:40:00 UTC,2022-07-31 04:29:34 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/99522768,https://inaturalist-open-data.s3.amazonaws.com/photos/165923354/medium.jpeg,,,,1,0,FALSE,,"Coffs Harbour - Pt B, AU-NS, AU",-30.15707244,153.2062419,146,,,,146,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (153.2062419218 -30.1570724403),,,,,,U,,,,
411,99570147,Sun Oct 24 2021 10:55:14 GMT+1100 (GMT+11),24-10-21,2021-10-23 23:55:14 UTC,Magadan,1236947,mossyearth,Ezra,2021-10-27 19:54:14 UTC,2022-07-31 04:29:33 UTC,research,,https://www.inaturalist.org/observations/99570147,https://static.inaturalist.org/photos/166012307/medium.jpg,,,,2,0,FALSE,3,"Bateau Bay, NSW, AU",-33.38664935,151.4834693,25,,,,25,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (151.4834693262 -33.386649346),,,,,,W,,,,
412,99573284,27-11-19 10:17,27-11-19,2019-11-26 23:17:00 UTC,Sydney,1394298,belairjo,Joanne,2021-10-27 20:31:23 UTC,2022-07-31 04:29:31 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/99573284,https://inaturalist-open-data.s3.amazonaws.com/photos/166009600/medium.jpg,,,,2,0,FALSE,,"Fly Point Dive Site, Port Stephens NSW 2319, Australia",-32.71417355,152.1507815,49,,,,49,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (152.1507815075 -32.7141735531),27,Central Eastern Shelf Province,38,Warm Temperate Waters,18222.39388,U,,,,
413,99697844,28-11-19 10:32,28-11-19,2019-11-27 23:32:00 UTC,Sydney,1394298,belairjo,Joanne,2021-10-29 11:42:12 UTC,2022-07-31 04:29:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/99697844,https://inaturalist-open-data.s3.amazonaws.com/photos/166251401/medium.jpg,,,,1,0,FALSE,,"Halifax Park Dive Site, Lighthouse Rd, Nelson Bay NSW 2315, Australia",-32.71009043,152.1588146,38,,,,38,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (152.1588145963 -32.7100904259),27,Central Eastern Shelf Province,38,Warm Temperate Waters,18222.39388,U,,,,
414,99764657,2021/10/24 4:11 PM AEDT,24-10-21,2021-10-24 05:11:00 UTC,Canberra,376665,ralfmagee,Ian Shaw,2021-10-30 05:30:23 UTC,2022-07-31 04:29:06 UTC,research,,https://www.inaturalist.org/observations/99764657,https://static.inaturalist.org/photos/166381710/medium.jpg,,"Ecklonia radiata, Lessoniaceae, Woolgoolga Headland",,2,0,FALSE,,"Woolgoolga NSW 2456, Australia",-30.11081007,153.2026752,3100,,,,3100,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (153.2026751515 -30.1108100725),,,,,,W,,,,
415,99772056,23-10-21 6:30,23-10-21,2021-10-22 19:30:19 UTC,Sydney,356301,eschlogl,Erik Schlogl,2021-10-30 09:07:28 UTC,2022-07-31 04:29:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/99772056,https://inaturalist-open-data.s3.amazonaws.com/photos/166395745/medium.jpg,,class-bulkobservationfile-user_id-356301-filename-sydney47-csv-project_id-2021-10-30 02:07:24 -0700.csv,,2,0,FALSE,,"""Inscription Point, Botany Bay National Park, Australia""",-34.002797,151.227019,,,,,,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (151.227019 -34.002797),27,Central Eastern Shelf Province,38,Warm Temperate Waters,18222.39388,U,,,,
416,100104081,01-12-20 23:37,01-12-20,2020-12-01 12:37:32 UTC,Sydney,240,swapnaprabhu,madhuca,2021-11-02 23:11:47 UTC,2022-07-31 04:28:55 UTC,research,,https://www.inaturalist.org/observations/100104081,https://static.inaturalist.org/photos/167028485/medium.jpeg,,,,2,0,FALSE,2,"Port Campbell VIC 3269, Australia",-38.64886083,143.0796356,,,,,,,,FALSE,gps,gps,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (143.0796355556 -38.6488608333),,,,,,W,,,,
418,100121224,2021/10/25 9:32 AM AEDT,25-10-21,2021-10-24 22:32:00 UTC,Sydney,2718900,debeliz,,2021-11-03 04:21:47 UTC,2022-07-31 04:28:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/100121224,https://inaturalist-open-data.s3.amazonaws.com/photos/167062450/medium.jpeg,,,,2,0,FALSE,,"Ocean Grove - Barwon Heads VIC, Australia",-38.28934681,144.498744,303,,,,303,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (144.4987440195 -38.2893468084),,,,,,W,,,,
420,100611321,2021/10/25 2:22 PM UTC,25-10-21,2021-10-25 14:22:00 UTC,UTC,3222670,jadeybird,,2021-11-08 17:45:15 UTC,2022-07-31 04:28:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/100611321,https://inaturalist-open-data.s3.amazonaws.com/photos/167943541/medium.jpeg,,,,3,0,FALSE,,"Melbourne VIC, Australia",-37.9943195,145.0311399,145,,,,145,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (145.031139854 -37.994319495),,,,,,U,,,,
421,100611347,2021/10/25 2:52 PM UTC,25-10-21,2021-10-25 14:52:00 UTC,UTC,3222670,jadeybird,,2021-11-08 17:45:21 UTC,2022-07-31 04:28:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/100611347,https://inaturalist-open-data.s3.amazonaws.com/photos/167943909/medium.jpeg,,,,3,0,FALSE,,"Melbourne VIC, Australia",-37.9943195,145.0311399,145,,,,145,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (145.031139854 -37.994319495),,,,,,W,,,,
422,100611356,2021/10/25 3:01 PM UTC,25-10-21,2021-10-25 15:01:00 UTC,UTC,3222670,jadeybird,,2021-11-08 17:45:24 UTC,2022-07-31 04:28:40 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/100611356,https://inaturalist-open-data.s3.amazonaws.com/photos/167944028/medium.jpeg,,,,3,0,FALSE,,"Melbourne VIC, Australia",-37.9943195,145.0311399,145,,,,145,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (145.031139854 -37.994319495),,,,,,W,,,,
423,100755084,10-11-21 18:18,10-11-21,2021-11-10 07:18:19 UTC,Sydney,3571728,laurenhook,Lauren Hook,2021-11-10 07:19:00 UTC,2022-07-31 04:28:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/100755084,https://inaturalist-open-data.s3.amazonaws.com/photos/168191852/medium.jpeg,,,,2,0,FALSE,2,"Wollongong - Inner, AU-NS, AU",-34.37521838,150.9257758,6,,,,6,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (150.9257758099 -34.3752183777),27,Central Eastern Shelf Province,38,Warm Temperate Waters,18222.39388,W,,,,
424,100758348,02-10-21 8:13,02-10-21,2021-10-01 22:13:10 UTC,Sydney,356301,eschlogl,Erik Schlogl,2021-11-10 09:05:57 UTC,2022-07-31 04:28:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/100758348,https://inaturalist-open-data.s3.amazonaws.com/photos/168197885/medium.jpg,,class-bulkobservationfile-user_id-356301-filename-sydney50-csv-project_id-2021-11-10 01:05:54 -0800.csv,,2,0,FALSE,,"""Gordon's Bay, Sydney, Australia""",-33.916392,151.264265,,,,,,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (151.264265 -33.916392),27,Central Eastern Shelf Province,38,Warm Temperate Waters,18222.39388,U,,,,
425,101863621,2021/11/24 4:35 PM AEDT,24-11-21,2021-11-24 05:35:00 UTC,Sydney,2531563,yolande20nature,,2021-11-25 04:02:58 UTC,2022-07-31 04:28:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/101863621,https://inaturalist-open-data.s3.amazonaws.com/photos/170168957/medium.jpg,,,,2,0,FALSE,,"Botany Bay Sydney NSW, Australia",-33.99639586,151.1476421,64,,,,64,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (151.1476421343 -33.9963958591),27,Central Eastern Shelf Province,38,Warm Temperate Waters,18222.39388,W,,,,
426,102273772,Tue Nov 30 2021 07:19:48 GMT+1100 (GMT+11),30-11-21,2021-11-29 20:19:48 UTC,Magadan,711149,sc1234,,2021-12-01 01:16:45 UTC,2022-07-31 04:27:38 UTC,research,,https://www.inaturalist.org/observations/102273772,https://static.inaturalist.org/photos/170926381/medium.jpg,,,,2,0,FALSE,3,"Pacific Ocean, NSW, AU",-30.37354667,153.1041555,8,,,,8,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (153.1041555 -30.3735466667),20,Central Eastern Shelf Transition,39,Transitional Waters,43033.89089,W,,,,
427,102337532,Thu Dec 02 2021 11:21:05 GMT+1100 (GMT+11),02-12-21,2021-12-02 00:21:05 UTC,Magadan,5243821,gamayrangers,,2021-12-02 04:02:32 UTC,2022-07-31 04:27:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/102337532,https://inaturalist-open-data.s3.amazonaws.com/photos/171044561/medium.jpg,,,,2,0,FALSE,3,"Tasman Sea, Botany Bay, NSW, AU",-33.991505,151.23192,8,,,,8,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (151.23192 -33.991505),27,Central Eastern Shelf Province,38,Warm Temperate Waters,18222.39388,W,,,,
428,102632639,Tue Dec 07 2021 10:46:23 GMT+1100 (GMT+11),07-12-21,2021-12-06 23:46:23 UTC,Magadan,4157140,kwhelan,KW,2021-12-06 23:46:49 UTC,2022-07-31 04:27:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/102632639,https://inaturalist-open-data.s3.amazonaws.com/photos/171607317/medium.jpg,,,,3,0,FALSE,3,"Bondi Beach, North Bondi, NSW, AU",-33.89060722,151.2820145,9,,,,9,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (151.2820145489 -33.890607222),,,,,,W,,,,
429,102855785,Tue Dec 07 2021 17:52:40 GMT+1100 (GMT+11),07-12-21,2021-12-07 06:52:40 UTC,Magadan,30838,libbyhepburn,libby hepburn,2021-12-11 05:35:25 UTC,2022-07-31 04:27:27 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/102855785,https://inaturalist-open-data.s3.amazonaws.com/photos/172025386/medium.jpg,,,,2,0,FALSE,3,"Mimosa Rocks National Park, AU-NS-BV, AU-NS, AU",-36.62897851,150.0196184,3,,,,3,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (150.0196183754 -36.6289785086),,,,,,W,,,,
430,102916160,12-12-21 15:56,12-12-21,2021-12-12 04:56:59 UTC,Sydney,3611524,spotting-nature,,2021-12-12 07:49:59 UTC,2022-07-31 04:27:23 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/102916160,https://inaturalist-open-data.s3.amazonaws.com/photos/172138300/medium.jpeg,,,,2,0,FALSE,2,"Jervis Bay Territory, Australia",-35.13575366,150.7470869,75,,,,75,,,FALSE,gps,gps,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (150.7470868528 -35.1357536597),,,,,,W,,,,
431,103117388,Wed Dec 15 2021 07:47:40 GMT+1100 (GMT+11),15-12-21,2021-12-14 20:47:40 UTC,Magadan,2317459,benjamincrawford,Benjamin Crawford,2021-12-15 22:41:26 UTC,2022-07-31 04:27:20 UTC,research,,https://www.inaturalist.org/observations/103117388,https://static.inaturalist.org/photos/172516652/medium.jpg,,,,2,0,FALSE,3,"Bilgola Beach, Bilgola Beach, NSW, AU",-33.64479667,151.328645,4,,,,4,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (151.328645 -33.6447966667),,,,,,U,,,,
432,103218657,18-12-21 8:53,18-12-21,2021-12-17 21:53:27 UTC,Sydney,864470,alpine_flora_of_australia,Casey,2021-12-17 23:00:02 UTC,2022-07-31 04:27:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/103218657,https://inaturalist-open-data.s3.amazonaws.com/photos/172702136/medium.jpeg,,,,2,0,FALSE,2,Currarong,-35.0274118,150.7804187,22,,,,22,,,FALSE,gps,gps,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (150.7804186642 -35.0274117954),,,,,,W,,,,
433,103462338,Wed Dec 22 2021 15:53:24 GMT+1100 (GMT+11),22-12-21,2021-12-22 04:53:24 UTC,Magadan,2355064,gregbourke,Greg Bourke,2021-12-22 09:04:37 UTC,2022-07-31 04:27:13 UTC,research,,https://www.inaturalist.org/observations/103462338,https://static.inaturalist.org/photos/173165530/medium.jpg,,,Uncommon in the tidal zone at this site ,1,0,FALSE,3,"Ben Boyd National Park, Green Cape, NSW, AU",-37.21287018,150.0221512,135,,,,135,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (150.0221512372 -37.2128701833),,,,,,U,,,,
434,103671710,Sat Dec 25 2021 08:50:34 GMT+1100 (GMT+11),25-12-21,2021-12-24 21:50:34 UTC,Magadan,1329484,hugomuecke,Hugo Black Muecke,2021-12-26 05:42:09 UTC,2022-07-31 04:26:48 UTC,research,,https://www.inaturalist.org/observations/103671710,https://static.inaturalist.org/photos/173566954/medium.jpg,,,,1,0,FALSE,3,"Clovelly Beach, Clovelly, NSW, AU",-33.91324667,151.266205,4,,,,4,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (151.266205 -33.9132466667),,,,,,W,,,,
435,103721478,2021/12/04 3:37 PM AEDT,04-12-21,2021-12-04 04:37:00 UTC,Sydney,4842220,rgvhf,Robert G.,2021-12-27 00:12:02 UTC,2022-07-31 04:26:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/103721478,https://inaturalist-open-data.s3.amazonaws.com/photos/173660148/medium.jpeg,,,,2,0,FALSE,,"Eden NSW 2551, Australia",-37.07356333,149.8973383,,,,,,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (149.8973383333 -37.0735633333),,,,,,U,,,,
436,104132822,2022/01/01 3:03 PM AEDT,01-01-22,2022-01-01 04:03:00 UTC,Sydney,1980303,felix75,Felix Harper,2022-01-01 21:37:16 UTC,2022-09-16 23:21:17 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/104132822,https://inaturalist-open-data.s3.amazonaws.com/photos/174441245/medium.jpeg,,,,2,0,FALSE,,"Frazer Beach, New South Wales, Australia",-33.19491765,151.623245,8,,,,8,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (151.6232450469 -33.1949176518),27,Central Eastern Shelf Province,38,Warm Temperate Waters,18222.39388,U,,,,
437,104389240,2022-01-03 8:03:30 PM GMT+11:00,03-01-22,2022-01-03 09:03:30 UTC,Magadan,5301936,r2d2robot,Arturo,2022-01-05 04:59:32 UTC,2022-12-31 03:08:55 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/104389240,https://static.inaturalist.org/photos/174903937/medium.jpeg,,,,3,0,FALSE,2,"Mornington VIC 3931, Australia",-38.22616315,145.0293592,57,,,,57,,,FALSE,gps,gps,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (145.0293591991 -38.2261631481),,,,,,W,,,,
438,104391910,2022-01-04 4:53:37 PM GMT+11:00,04-01-22,2022-01-04 05:53:37 UTC,Magadan,5301936,r2d2robot,Arturo,2022-01-05 06:16:13 UTC,2022-12-31 03:08:55 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/104391910,https://static.inaturalist.org/photos/174909306/medium.jpeg,,,,3,0,FALSE,2,"Mornington VIC 3931, Australia",-38.22601434,145.0306577,1708,,,,1708,,,FALSE,gps,gps,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (145.0306577235 -38.2260143358),,,,,,W,,,,
439,104393255,03-01-22 12:41,03-01-22,2022-01-03 01:41:09 UTC,Sydney,240,swapnaprabhu,madhuca,2022-01-05 06:56:48 UTC,2022-12-13 03:53:01 UTC,research,,https://www.inaturalist.org/observations/104393255,https://static.inaturalist.org/photos/174911719/medium.jpeg,,,,3,0,FALSE,2,"The Honeysuckles VIC 3851, Australia",-38.35060111,147.2261503,,,,,,,,FALSE,gps,gps,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (147.2261502778 -38.3506011111),,,,,,W,,,,
440,104610918,2022/01/02 12:52 PM AEDT,02-01-22,2022-01-02 01:52:00 UTC,Sydney,1446495,jenssommer01,Jens Sommer-Knudsen,2022-01-09 00:41:20 UTC,2022-12-25 15:52:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/104610918,https://inaturalist-open-data.s3.amazonaws.com/photos/175317162/medium.jpg,,,,3,0,FALSE,,"Tasman, AU-TS, AU",-43.05446845,147.9585519,1359,,,,1359,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (147.9585519427 -43.0544684503),38,Tasmanian Shelf Province,36,Cold Temperate Waters,32372.19251,U,,,,
441,104728722,Tue Jan 11 2022 08:40:06 GMT+1100 (GMT+11),11-01-22,2022-01-10 21:40:06 UTC,Magadan,3978426,thelosthuman,N.S-TheLostHuman,2022-01-10 22:30:24 UTC,2022-07-31 04:28:17 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/104728722,https://inaturalist-open-data.s3.amazonaws.com/photos/175549042/medium.jpg,,,,2,0,FALSE,3,"Tasman Sea, Culburra Beach, NSW, AU",-34.93214667,150.776,4,,,,4,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (150.776 -34.9321466667),33,Southeast Shelf Transition,37,Transitional Waters,59612.67573,W,,,,
442,104835147,2022/01/13 7:54 AM AEDT,13-01-22,2022-01-12 20:54:00 UTC,Sydney,5282456,farmer-pete,Farmer Pete,2022-01-12 23:03:22 UTC,2022-07-31 04:25:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/104835147,https://inaturalist-open-data.s3.amazonaws.com/photos/175752735/medium.jpg,,,,2,0,FALSE,,"Fingal Bay NSW 2315, Australia",-32.75932606,152.1620039,8,,,,8,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (152.1620038853 -32.7593260555),,,,,,W,,,,
444,104936424,15-01-22 8:40,15-01-22,2022-01-14 21:40:47 UTC,Sydney,661392,nicklambert,Nick Lambert,2022-01-14 22:06:20 UTC,2022-07-31 04:24:56 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/104936424,https://inaturalist-open-data.s3.amazonaws.com/photos/175949106/medium.jpeg,,,,2,0,FALSE,2,"Booti Booti, AU-NS-GL, AU-NS, AU",-32.32868734,152.5459766,6,,,,6,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (152.5459765654 -32.3286873362),27,Central Eastern Shelf Province,38,Warm Temperate Waters,18222.39388,W,,,,
445,104953028,15-01-22 13:14,15-01-22,2022-01-15 02:14:46 UTC,Sydney,2329106,cesdamess,,2022-01-15 03:57:25 UTC,2022-07-31 04:24:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/104953028,https://inaturalist-open-data.s3.amazonaws.com/photos/175980564/medium.jpeg,,,,2,0,FALSE,2,"Woody Head NSW 2466, Australia",-29.36445707,153.3737215,86,,,,86,,,FALSE,gps,gps,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (153.3737215027 -29.3644570709),,,,,,W,,,,
446,105175547,2021/12/10 9:26 AM AEDT,10-12-21,2021-12-09 22:26:00 UTC,Sydney,4478156,timjkeegan,Timothy John Keegan,2022-01-18 21:46:42 UTC,2022-07-31 04:24:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/105175547,https://inaturalist-open-data.s3.amazonaws.com/photos/176409434/medium.jpeg,,,,2,0,FALSE,,"Merewether NSW 2291, Australia",-32.95370285,151.7528893,4,,,,4,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (151.7528893171 -32.9537028531),27,Central Eastern Shelf Province,38,Warm Temperate Waters,18222.39388,W,,,,
447,105336876,Sat Jan 22 2022 11:09:50 GMT+1100 (GMT+11),22-01-22,2022-01-22 00:09:50 UTC,Magadan,5018873,katiewynne,,2022-01-22 00:20:43 UTC,2022-07-31 04:24:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/105336876,https://inaturalist-open-data.s3.amazonaws.com/photos/176718611/medium.jpg,,,,2,0,FALSE,3,"South Pacific Ocean, Merewether, NSW, AU",-32.94692167,151.7592,4,,,,4,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (151.7592 -32.9469216667),27,Central Eastern Shelf Province,38,Warm Temperate Waters,18222.39388,W,,,,
449,105471306,2021/12/04 11:56 AM AEDT,04-12-21,2021-12-04 00:56:00 UTC,Sydney,2416073,rosiekstein,Rosie Steinberg,2022-01-24 01:15:39 UTC,2022-07-31 04:24:43 UTC,research,CC-BY,https://www.inaturalist.org/observations/105471306,https://inaturalist-open-data.s3.amazonaws.com/photos/176971509/medium.jpeg,,,the kelp,2,0,FALSE,,Cliffton Garden's swim net,-33.83988597,151.2532328,28,,,,28,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (151.2532327545 -33.8398859655),27,Central Eastern Shelf Province,38,Warm Temperate Waters,18222.39388,U,,,,
451,105501552,2020/11/15 11:26 AM GMT,15-11-20,2020-11-15 11:26:00 UTC,London,3408787,isidoreajar,Jonathan M,2022-01-24 15:10:50 UTC,2022-11-16 20:05:40 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/105501552,https://inaturalist-open-data.s3.amazonaws.com/photos/177030474/medium.jpg,,,DCIM\100GOPRO\GOPR1658.JPG,2,0,FALSE,,"Cabbage Tree Bay AR, Manly NSW 2095, Australia",-33.79982884,151.2953608,171,,,,171,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (151.2953607595 -33.7998288424),27,Central Eastern Shelf Province,38,Warm Temperate Waters,18222.39388,U,,,,
452,105709304,2022/01/23 3:50 PM AEDT,23-01-22,2022-01-23 04:50:00 UTC,Canberra,30838,libbyhepburn,libby hepburn,2022-01-28 10:45:23 UTC,2022-07-31 04:24:39 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/105709304,https://inaturalist-open-data.s3.amazonaws.com/photos/177410449/medium.jpg,,,,2,0,FALSE,,Montague Island NSW,-36.24693467,150.2245692,122,,,,122,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (150.2245691822 -36.2469346703),,,,,,U,,,,
454,106653792,2019/02/16 3:43 PM AEDT,16-02-19,2019-02-16 04:43:00 UTC,Sydney,1994005,harveyperkins,Harvey Perkins,2022-02-13 03:44:33 UTC,2022-07-31 04:21:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/106653792,https://inaturalist-open-data.s3.amazonaws.com/photos/179210377/medium.jpg,,,,2,0,FALSE,,"Mystery Bay NSW 2546, Australia",-36.30727201,150.1358988,4,,,,4,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (150.1358988009 -36.3072720131),,,,,,W,,,,
455,106655708,2022/02/11 1:20 PM AEDT,11-02-22,2022-02-11 02:20:00 UTC,Sydney,2750876,dj_maple,Dion Maple,2022-02-13 04:21:37 UTC,2022-07-31 04:21:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/106655708,https://inaturalist-open-data.s3.amazonaws.com/photos/179213865/medium.jpeg,,,,3,0,FALSE,,"Jervis Bay JBT 2540, Australia",-35.13118593,150.7485396,60,,,,60,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (150.7485395641 -35.1311859264),33,Southeast Shelf Transition,37,Transitional Waters,59612.67573,U,,,,
456,106729935,Mon Feb 14 2022 16:59:35 GMT+1100 (GMT+11),14-02-22,2022-02-14 05:59:35 UTC,Magadan,3299727,littledino,,2022-02-14 06:00:07 UTC,2022-08-15 01:13:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/106729935,https://inaturalist-open-data.s3.amazonaws.com/photos/179356994/medium.jpg,,,,3,0,FALSE,3,"The Esplanade, Umina Beach, NSW, AU",-33.5276341,151.3164453,32,,,,32,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (151.316445319 -33.5276340954),,,,,,W,,,,
457,107403251,Thu Feb 24 2022 18:52:43 GMT+1100 (GMT+11),24-02-22,2022-02-24 07:52:43 UTC,Magadan,2560563,jen_w1,,2022-02-25 02:05:02 UTC,2022-02-25 02:05:19 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/107403251,https://inaturalist-open-data.s3.amazonaws.com/photos/180632839/medium.jpg,,,Kelp base,0,0,FALSE,3,"Bellinger Heads State Park, Repton, NSW, AU",-30.45265333,153.0575417,4,,,,4,,,FALSE,,,,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (153.0575416667 -30.4526533333),,,,,,W,,,,
458,107452843,2022/02/24 7:57 AM AEDT,24-02-22,2022-02-23 20:57:00 UTC,Melbourne,747028,w_martin,Wayne Martin,2022-02-26 02:53:13 UTC,2022-07-31 04:21:44 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/107452843,https://inaturalist-open-data.s3.amazonaws.com/photos/180727049/medium.jpg,,,,1,0,FALSE,,"Wellington - Alberton, Victoria, Australia",-38.679152,146.836059,,,,,,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (146.836059 -38.679152),33,Southeast Shelf Transition,37,Transitional Waters,59612.67573,W,,,,
459,107878326,Tue Mar 01 2022 15:56:02 GMT+1100 (GMT+11),01-03-22,2022-03-01 04:56:02 UTC,Magadan,2769177,rikef,,2022-03-04 11:15:20 UTC,2022-07-31 04:21:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/107878326,https://inaturalist-open-data.s3.amazonaws.com/photos/181524323/medium.jpg,,,,2,0,FALSE,3,"Wilsons Promontory National Park, Wilsons Promontory, VIC, AU",-38.99062,146.2648617,4,,,,4,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (146.2648616667 -38.99062),33,Southeast Shelf Transition,37,Transitional Waters,59612.67573,U,,,,
